5.767 (5.767),13.867 (8.100),15.967 (2.100),,
5.767 (5.767),13.967 (8.200),16.067 (2.100),,
,,,,
,,,,
,,,,
,,,,
,,,,
5.800 (5.800),14.033 (8.233),16.167 (2.133),,
5.800 (5.800),13.900 (8.100),20.667 (6.767),,
sep=,
,,
6.133 (6.133),7.233 (1.100),
6.100 (6.100),7.300 (1.200),
6.167 (6.167),,
6.200 (6.200),7.400 (1.200),
6.200 (6.200),,
,,
6.200 (6.200),7.333 (1.133),
6.200 (6.200),7.200 (1.000),
6.167 (6.167),,
,,
,,
6.167 (6.167),8.100 (1.933),
6.133 (6.133),7.333 (1.200),
6.200 (6.200),,
6.267 (6.267),,
6.167 (6.167),,
6.167 (6.167),7.167 (1.000),
6.133 (6.133),7.100 (0.967),
6.133 (6.133),,
,,
6.133 (6.133),7.233 (1.100),
6.133 (6.133),7.300 (1.167),12.250 (4.950)
,,
,,
,,
6.133 (6.133),,
,,
,,
6.133 (6.133),7.467 (1.333),
,,
,,
,,
6.167 (6.167),,
6.433 (6.433),7.767 (1.333),
6.133 (6.133),,
6.133 (6.133),,
6.367 (6.367),,
6.133 (6.133),7.267 (1.133),
6.167 (6.167),7.167 (1.000),
6.133 (6.133),7.167 (1.033),
6.167 (6.167),,
6.133 (6.133),7.100 (0.967),
,,
6.133 (6.133),7.100 (0.967),
6.200 (6.200),7.367 (1.167),
6.267 (6.267),,
6.133 (6.133),7.133 (1.000),
6.133 (6.133),,
,,
6.133 (6.133),,
6.133 (6.133),,
6.200 (6.200),7.267 (1.067),
6.133 (6.133),7.167 (1.033),
,,
6.167 (6.167),7.167 (1.000),
6.167 (6.167),,
,,
6.133 (6.133),,
6.200 (6.200),7.267 (1.067),
,,
6.133 (6.133),7.200 (1.067),
6.133 (6.133),,
,,
6.167 (6.167),,
6.200 (6.200),,
,,
6.133 (6.133),7.167 (1.033),11.367 (4.200)
6.167 (6.167),,
6.133 (6.133),,
,,
6.167 (6.167),,
6.133 (6.133),,
,,
,,
6.133 (6.133),,
6.133 (6.133),,
,,
6.067 (6.067),7.067 (1.000),
,,
,,
6.100 (6.100),7.167 (1.067),
6.133 (6.133),7.167 (1.033),
6.200 (6.200),,
6.133 (6.133),7.133 (1.000),12.050 (4.917)
6.133 (6.133),,
,,
6.133 (6.133),7.233 (1.100),
6.133 (6.133),7.167 (1.033),
,,
6.100 (6.100),,
,,
6.133 (6.133),,
6.133 (6.133),7.133 (1.000),
6.133 (6.133),7.167 (1.033),
6.100 (6.100),,
6.133 (6.133),7.200 (1.067),
,,
6.133 (6.133),,
,,
6.200 (6.200),,
6.167 (6.167),,
6.233 (6.233),,
6.100 (6.100),7.267 (1.167),
6.133 (6.133),7.133 (1.000),
,,
6.200 (6.200),,
,,
6.200 (6.200),,
,,
,,
6.167 (6.167),,
6.100 (6.100),,
6.133 (6.133),,
6.133 (6.133),,
,,
,,
6.133 (6.133),,
6.200 (6.200),7.233 (1.033),
,,
6.133 (6.133),7.133 (1.000),
6.100 (6.100),,
,,
6.233 (6.233),,
6.200 (6.200),,
,,
,,
,,
6.133 (6.133),,
6.133 (6.133),,
,,
6.167 (6.167),7.300 (1.133),
6.200 (6.200),7.300 (1.100),
6.100 (6.100),7.267 (1.167),
6.133 (6.133),,
6.133 (6.133),7.167 (1.033),
6.133 (6.133),7.133 (1.000),
6.200 (6.200),7.200 (1.000),
,,
6.100 (6.100),,
,,
,,
,,
6.100 (6.100),,
6.100 (6.100),,
,,
,,
,,
6.200 (6.200),7.267 (1.067),
6.167 (6.167),,
,,
,,
6.133 (6.133),7.167 (1.033),
,,
,,
6.233 (6.233),7.333 (1.100),
,,
6.167 (6.167),7.167 (1.000),
6.133 (6.133),,
6.133 (6.133),7.167 (1.033),
6.100 (6.100),7.133 (1.033),
6.200 (6.200),,
6.133 (6.133),,
6.133 (6.133),,
,,
,,
6.167 (6.167),7.167 (1.000),
6.200 (6.200),7.233 (1.033),
6.133 (6.133),,
,,
6.133 (6.133),,
,,
6.167 (6.167),,
,,
6.167 (6.167),7.333 (1.167),
,,
,,
,,
,,
,,
6.200 (6.200),,
,,
6.100 (6.100),,
,,
6.167 (6.167),7.300 (1.133),
6.133 (6.133),,
6.133 (6.133),7.267 (1.133),
6.133 (6.133),,
6.133 (6.133),,
6.133 (6.133),7.167 (1.033),
6.133 (6.133),,
,,
,,
6.133 (6.133),,
6.167 (6.167),,
,,
,,
6.100 (6.100),7.167 (1.067),
,,
6.167 (6.167),7.200 (1.033),
,,
,,
,,
6.167 (6.167),7.233 (1.067),
,,
6.200 (6.200),7.233 (1.033),
6.400 (6.400),,
6.133 (6.133),,
6.167 (6.167),7.300 (1.133),
,,
,,
,,
6.200 (6.200),,
6.167 (6.167),,
6.167 (6.167),,
,,
6.133 (6.133),,
6.233 (6.233),,
6.200 (6.200),7.200 (1.000),
6.133 (6.133),7.400 (1.267),
,,
,,
,,
6.167 (6.167),7.233 (1.067),
,,
6.233 (6.233),7.233 (1.000),
6.133 (6.133),7.167 (1.033),
6.133 (6.133),,
6.167 (6.167),7.233 (1.067),
6.167 (6.167),7.267 (1.100),
,,
,,
,,
,,
6.167 (6.167),,
6.133 (6.133),7.133 (1.000),
6.167 (6.167),,
6.133 (6.133),7.233 (1.100),
6.167 (6.167),7.267 (1.100),
,,
,,
,,
,,
,,
,,
,,
6.167 (6.167),,
6.200 (6.200),,
,,
,,
6.200 (6.200),,
6.300 (6.300),,
,,
,,
,,
6.233 (6.233),7.267 (1.033),
6.100 (6.100),7.300 (1.200),
,,
6.167 (6.167),7.267 (1.100),
,,
,,
6.167 (6.167),,
,,
6.100 (6.100),7.333 (1.233),
6.133 (6.133),,
6.100 (6.100),,
6.100 (6.100),,
,,
6.100 (6.100),7.133 (1.033),
6.133 (6.133),,
,,
6.100 (6.100),,
6.133 (6.133),7.200 (1.067),
,,
6.133 (6.133),,
6.133 (6.133),7.167 (1.033),
6.133 (6.133),,
,,
6.100 (6.100),7.167 (1.067),
6.133 (6.133),,
6.133 (6.133),,
,,
6.100 (6.100),7.167 (1.067),
,,
,,
,,
,,
,,
6.133 (6.133),7.167 (1.033),
6.200 (6.200),,
6.133 (6.133),,
6.200 (6.200),,
6.167 (6.167),7.233 (1.067),
6.233 (6.233),7.333 (1.100),
6.133 (6.133),7.167 (1.033),
sep=,
6.233 (6.233),,
6.100 (6.100),7.233 (1.133),
6.167 (6.167),,
,,
6.133 (6.133),7.200 (1.067),
6.167 (6.167),7.200 (1.033),
,,
6.200 (6.200),,
6.133 (6.133),,
,,
6.133 (6.133),,
,,
6.233 (6.233),7.300 (1.067),
,,
6.133 (6.133),7.200 (1.067),
6.133 (6.133),7.233 (1.100),
6.100 (6.100),7.200 (1.100),
,,
6.133 (6.133),7.200 (1.067),
6.133 (6.133),,
,,
6.167 (6.167),7.233 (1.067),
6.200 (6.200),7.333 (1.133),
6.133 (6.133),7.133 (1.000),
6.167 (6.167),7.300 (1.133),
6.200 (6.200),7.300 (1.100),
6.200 (6.200),,
,,
6.133 (6.133),7.200 (1.067),
6.133 (6.133),7.233 (1.100),
,,
,,
6.200 (6.200),,
,,
sep=,
6.233 (6.233),7.367 (1.133),
,,
6.200 (6.200),7.867 (1.667),
6.100 (6.100),,
,,
6.167 (6.167),7.200 (1.033),19.700 (12.500)
6.133 (6.133),7.167 (1.033),
,,
,,
6.167 (6.167),7.267 (1.100),
6.133 (6.133),7.333 (1.200),
,,
,,
6.133 (6.133),7.167 (1.033),
6.167 (6.167),7.200 (1.033),
,,
6.133 (6.133),7.267 (1.133),
,,
,,
,,
6.100 (6.100),7.333 (1.233),
6.133 (6.133),7.200 (1.067),14.033 (6.833)
6.133 (6.133),7.167 (1.033),
,,
6.133 (6.133),7.200 (1.067),
,,
6.167 (6.167),,
6.100 (6.100),,
,,
6.133 (6.133),7.200 (1.067),
6.133 (6.133),7.167 (1.033),
6.233 (6.233),,
,,
6.133 (6.133),7.167 (1.033),
6.167 (6.167),,
6.200 (6.200),7.233 (1.033),
6.200 (6.200),7.267 (1.067),
6.167 (6.167),,
6.100 (6.100),7.200 (1.100),
6.167 (6.167),7.300 (1.133),
6.167 (6.167),,
6.100 (6.100),7.267 (1.167),
7.500 (7.500),,
6.133 (6.133),,
6.167 (6.167),7.200 (1.033),
6.533 (6.533),,
,,
6.167 (6.167),7.300 (1.133),
6.100 (6.100),7.100 (1.000),
6.133 (6.133),7.200 (1.067),
,,
6.133 (6.133),,
6.100 (6.100),,
,,
,,
6.100 (6.100),7.200 (1.100),
,,
6.200 (6.200),,
,,
,,
,,
6.100 (6.100),7.233 (1.133),
,,
6.200 (6.200),7.200 (1.000),
,,
,,
6.100 (6.100),7.233 (1.133),
6.267 (6.267),7.300 (1.033),
6.167 (6.167),7.200 (1.033),
6.233 (6.233),,
6.100 (6.100),7.133 (1.033),11.400 (4.267)
6.133 (6.133),,
6.100 (6.100),,
,,
,,
6.100 (6.100),7.133 (1.033),
6.167 (6.167),,
6.133 (6.133),,
,,
6.200 (6.200),,
6.167 (6.167),7.167 (1.000),
,,
,,
,,
,,
6.233 (6.233),7.367 (1.133),
6.467 (6.467),,
,,
6.167 (6.167),7.200 (1.033),
6.100 (6.100),,
6.200 (6.200),7.400 (1.200),
,,
6.133 (6.133),11.967 (5.833),
6.133 (6.133),,
,,
,,
6.133 (6.133),,
,,
,,
6.133 (6.133),7.233 (1.100),
6.167 (6.167),7.233 (1.067),
,,
6.133 (6.133),7.133 (1.000),
6.200 (6.200),7.200 (1.000),
6.233 (6.233),7.467 (1.233),
,,
6.100 (6.100),7.267 (1.167),
6.200 (6.200),,
,,
6.233 (6.233),7.233 (1.000),
6.133 (6.133),7.200 (1.067),
6.100 (6.100),7.333 (1.233),
,,
6.167 (6.167),7.200 (1.033),
,,
6.233 (6.233),7.233 (1.000),12.283 (5.050)
6.133 (6.133),,
,,
6.100 (6.100),,
,,
6.167 (6.167),,
6.100 (6.100),,
,,
6.133 (6.133),7.167 (1.033),11.333 (4.167)
6.100 (6.100),7.167 (1.067),
6.100 (6.100),,
,,
6.133 (6.133),7.200 (1.067),
,,
6.133 (6.133),,
6.167 (6.167),,
6.200 (6.200),,
,,
6.167 (6.167),,
6.100 (6.100),,
,,
6.133 (6.133),7.133 (1.000),
6.100 (6.100),7.200 (1.100),
,,
,,
,,
,,
,,
6.133 (6.133),7.133 (1.000),
6.167 (6.167),7.300 (1.133),11.517 (4.217)
,,
6.100 (6.100),,
6.100 (6.100),,
6.267 (6.267),,
,,
,,
6.100 (6.100),,
6.100 (6.100),7.133 (1.033),
,,
,,
,,
6.100 (6.100),7.133 (1.033),
6.133 (6.133),,
6.133 (6.133),,
6.167 (6.167),7.200 (1.033),
6.200 (6.200),7.300 (1.100),
6.100 (6.100),7.233 (1.133),
,,
,,
6.167 (6.167),7.167 (1.000),
,,
,,
6.200 (6.200),,
,,
,,
,,
,,
,,
6.267 (6.267),,
6.100 (6.100),,
,,
,,
,,
,,
,,
6.167 (6.167),,
,,
6.300 (6.300),,
,,
,,
6.133 (6.133),7.200 (1.067),
,,
6.167 (6.167),7.267 (1.100),
,,
,,
,,
6.100 (6.100),,
6.067 (6.067),,
,,
6.167 (6.167),7.267 (1.100),
,,
,,
6.133 (6.133),7.200 (1.067),
,,
6.100 (6.100),7.067 (0.967),
,,
,,
6.100 (6.100),,
,,
,,
,,
,,
6.100 (6.100),,
6.233 (6.233),,
,,
6.133 (6.133),,
,,
6.100 (6.100),,
,,
6.100 (6.100),7.233 (1.133),
6.100 (6.100),,
6.100 (6.100),7.200 (1.100),
,,
6.100 (6.100),,
6.133 (6.133),,
,,
,,
6.100 (6.100),7.233 (1.133),
6.100 (6.100),7.167 (1.067),
,,
,,
,,
6.100 (6.100),,
,,
,,
6.100 (6.100),7.167 (1.067),
6.100 (6.100),,
6.133 (6.133),,
,,
,,
6.133 (6.133),,
,,
,,
,,
,,
,,
,,
,,
6.167 (6.167),,
6.200 (6.200),,
,,
6.167 (6.167),,
6.167 (6.167),7.200 (1.033),
,,
6.200 (6.200),,
,,
,,
,,
6.167 (6.167),7.133 (0.967),
6.100 (6.100),7.100 (1.000),
6.100 (6.100),,
6.233 (6.233),,
6.233 (6.233),7.300 (1.067),
6.167 (6.167),,
6.100 (6.100),7.267 (1.167),
6.100 (6.100),,
6.200 (6.200),,
,,
6.100 (6.100),7.167 (1.067),
6.100 (6.100),,
6.100 (6.100),7.133 (1.033),
6.100 (6.100),7.133 (1.033),
6.100 (6.100),,
6.100 (6.100),7.167 (1.067),12.467 (5.300)
,,
,,
6.167 (6.167),,
6.167 (6.167),,
6.200 (6.200),,
6.100 (6.100),,
,,
6.100 (6.100),7.233 (1.133),
6.133 (6.133),7.133 (1.000),
6.100 (6.100),,
,,
6.200 (6.200),,
6.133 (6.133),,
6.133 (6.133),,
6.100 (6.100),,
6.167 (6.167),,
6.100 (6.100),7.167 (1.067),
6.233 (6.233),,
,,
6.167 (6.167),7.233 (1.067),
6.100 (6.100),,
,,
,,
,,
6.100 (6.100),7.233 (1.133),
6.100 (6.100),7.167 (1.067),
,,
6.200 (6.200),,
6.200 (6.200),,
6.133 (6.133),7.133 (1.000),
6.100 (6.100),,
6.100 (6.100),7.100 (1.000),
,,
,,
,,
,,
6.133 (6.133),7.133 (1.000),
,,
6.100 (6.100),,
6.100 (6.100),,
,,
,,
6.100 (6.100),,
,,
6.100 (6.100),,
,,
6.167 (6.167),,
,,
,,
,,
,,
6.100 (6.100),,
,,
6.100 (6.100),7.133 (1.033),
6.167 (6.167),7.267 (1.100),
6.200 (6.200),,
,,
6.133 (6.133),,
,,
6.100 (6.100),7.133 (1.033),
6.200 (6.200),,
6.100 (6.100),,
,,
6.133 (6.133),7.167 (1.033),
6.167 (6.167),7.167 (1.000),
6.100 (6.100),,
6.133 (6.133),,
,,
,,
,,
,,
6.267 (6.267),,
6.167 (6.167),7.167 (1.000),
6.133 (6.133),7.200 (1.067),
6.067 (6.067),,
,,
6.100 (6.100),,
6.200 (6.200),,
6.200 (6.200),,
,,
6.133 (6.133),,
,,
,,
,,
6.100 (6.100),7.133 (1.033),
6.167 (6.167),,
6.100 (6.100),,
,,
6.133 (6.133),,
,,
,,
6.167 (6.167),,
,,
,,
,,
,,
,,
,,
,,
,,
6.133 (6.133),7.167 (1.033),
6.167 (6.167),,
6.133 (6.133),,
,,
6.133 (6.133),7.200 (1.067),
6.167 (6.167),,
,,
,,
6.200 (6.200),,
,,
,,
6.200 (6.200),7.300 (1.100),
6.133 (6.133),7.133 (1.000),
6.100 (6.100),7.200 (1.100),
6.200 (6.200),,
6.100 (6.100),,
6.167 (6.167),,
6.167 (6.167),,
6.100 (6.100),,
6.133 (6.133),,
6.233 (6.233),,
6.200 (6.200),,
6.133 (6.133),7.167 (1.033),
,,
6.100 (6.100),7.233 (1.133),
6.100 (6.100),7.333 (1.233),
6.300 (6.300),,
,,
6.133 (6.133),,
6.133 (6.133),,
6.133 (6.133),7.233 (1.100),
6.167 (6.167),7.300 (1.133),
6.233 (6.233),,
,,
6.100 (6.100),7.167 (1.067),
6.233 (6.233),,
6.200 (6.200),,
,,
,,
6.167 (6.167),7.233 (1.067),
6.133 (6.133),,
6.200 (6.200),,
6.167 (6.167),7.167 (1.000),
6.167 (6.167),,
,,
6.200 (6.200),,
6.233 (6.233),7.400 (1.167),
,,
6.200 (6.200),,
,,
,,
6.100 (6.100),,
6.200 (6.200),7.367 (1.167),
6.133 (6.133),7.200 (1.067),
6.133 (6.133),,
6.200 (6.200),,
6.200 (6.200),,
,,
,,
,,
6.167 (6.167),,
6.167 (6.167),7.200 (1.033),12.067 (4.867)
6.100 (6.100),7.167 (1.067),
6.067 (6.067),7.267 (1.200),
6.200 (6.200),,
6.100 (6.100),7.200 (1.100),
6.167 (6.167),,
6.133 (6.133),,
6.100 (6.100),,
6.167 (6.167),,
6.133 (6.133),,
,,
,,
6.133 (6.133),,
,,
,,
,,
6.133 (6.133),7.333 (1.200),
,,
,,
,,
6.133 (6.133),,
6.200 (6.200),,
6.100 (6.100),,
6.200 (6.200),7.333 (1.133),
6.133 (6.133),7.133 (1.000),
6.133 (6.133),7.167 (1.033),
6.167 (6.167),7.400 (1.233),
6.100 (6.100),,
,,
6.167 (6.167),7.167 (1.000),
6.167 (6.167),,
6.100 (6.100),,
6.133 (6.133),,
6.167 (6.167),7.400 (1.233),
6.133 (6.133),7.100 (0.967),
6.100 (6.100),7.200 (1.100),11.550 (4.350)
6.200 (6.200),7.367 (1.167),
6.133 (6.133),7.233 (1.100),12.350 (5.117)
,,
6.133 (6.133),7.833 (1.700),
,,
6.100 (6.100),7.700 (1.600),
6.100 (6.100),7.133 (1.033),
,,
,,
6.233 (6.233),7.200 (0.967),
6.100 (6.100),,
,,
6.133 (6.133),7.267 (1.133),
,,
,,
,,
,,
6.133 (6.133),7.333 (1.200),
,,
6.133 (6.133),,
,,
6.133 (6.133),,
6.133 (6.133),7.267 (1.133),
,,
,,
6.167 (6.167),7.200 (1.033),
6.100 (6.100),7.167 (1.067),
,,
,,
,,
6.200 (6.200),,
,,
,,
,,
6.200 (6.200),,
6.100 (6.100),,
6.200 (6.200),7.167 (0.967),
6.100 (6.100),7.233 (1.133),
6.100 (6.100),,
,,
,,
6.167 (6.167),,
,,
6.167 (6.167),7.233 (1.067),
6.167 (6.167),,
6.167 (6.167),,
,,
,,
,,
,,
,,
,,
9.033 (9.033),10.133 (1.100),
6.100 (6.100),,
6.100 (6.100),,
6.100 (6.100),,
6.200 (6.200),,
,,
,,
6.167 (6.167),7.100 (0.933),
,,
,,
,,
6.133 (6.133),7.133 (1.000),
6.167 (6.167),7.233 (1.067),13.133 (5.900)
6.167 (6.167),7.200 (1.033),
6.167 (6.167),,
6.167 (6.167),7.200 (1.033),
6.167 (6.167),7.167 (1.000),
6.200 (6.200),,
,,
,,
,,
6.100 (6.100),,
6.200 (6.200),,
,,
,,
6.133 (6.133),7.233 (1.100),
,,
6.167 (6.167),7.233 (1.067),
,,
,,
6.167 (6.167),7.200 (1.033),
6.200 (6.200),,
,,
6.167 (6.167),7.233 (1.067),
6.133 (6.133),,
,,
6.200 (6.200),7.900 (1.700),
6.133 (6.133),7.133 (1.000),
6.100 (6.100),,
6.133 (6.133),,
,,
,,
,,
,,
,,
6.200 (6.200),7.200 (1.000),
6.133 (6.133),,
6.133 (6.133),7.133 (1.000),
6.200 (6.200),7.233 (1.033),
6.133 (6.133),,
6.133 (6.133),7.167 (1.033),
6.133 (6.133),,
6.167 (6.167),7.267 (1.100),
,,
6.233 (6.233),7.300 (1.067),
6.167 (6.167),,
,,
,,
6.133 (6.133),7.167 (1.033),
6.233 (6.233),,
6.100 (6.100),,
6.133 (6.133),7.167 (1.033),
,,
6.200 (6.200),,
6.133 (6.133),,
6.200 (6.200),7.200 (1.000),11.383 (4.183)
6.133 (6.133),,
6.133 (6.133),7.167 (1.033),11.400 (4.233)
6.133 (6.133),,
6.133 (6.133),,
6.167 (6.167),,
,,
6.133 (6.133),,
6.233 (6.233),7.433 (1.200),
6.200 (6.200),,
6.133 (6.133),,
,,
,,
6.100 (6.100),,
,,
,,
,,
6.233 (6.233),7.367 (1.133),12.533 (5.167)
,,
6.167 (6.167),7.167 (1.000),11.350 (4.183)
,,
,,
6.133 (6.133),7.233 (1.100),11.500 (4.267)
6.133 (6.133),7.333 (1.200),
6.200 (6.200),7.233 (1.033),
6.167 (6.167),7.200 (1.033),
6.133 (6.133),7.133 (1.000),
6.100 (6.100),,
6.167 (6.167),7.233 (1.067),
,,
6.233 (6.233),,
,,
6.100 (6.100),,
,,
6.133 (6.133),7.133 (1.000),
,,
,,
6.133 (6.133),7.333 (1.200),
,,
,,
6.133 (6.133),7.133 (1.000),
6.133 (6.133),7.100 (0.967),
6.100 (6.100),,
6.100 (6.100),,
6.100 (6.100),7.167 (1.067),
6.100 (6.100),7.167 (1.067),11.417 (4.250)
,,
6.100 (6.100),,
6.167 (6.167),,
,,
,,
,,
,,
,,
,,
,,
,,
6.267 (6.267),,
,,
6.100 (6.100),7.133 (1.033),
6.167 (6.167),,
,,
6.167 (6.167),7.167 (1.000),
,,
6.200 (6.200),,
,,
6.200 (6.200),7.200 (1.000),
6.200 (6.200),,
6.167 (6.167),7.267 (1.100),
,,
,,
6.200 (6.200),,
6.133 (6.133),,
,,
,,
6.233 (6.233),7.233 (1.000),
6.167 (6.167),7.233 (1.067),
6.300 (6.300),,
,,
6.133 (6.133),7.133 (1.000),
,,
,,
6.200 (6.200),7.233 (1.033),
6.133 (6.133),7.300 (1.167),
6.133 (6.133),,
6.167 (6.167),7.267 (1.100),11.433 (4.167)
,,
6.200 (6.200),,
6.133 (6.133),7.367 (1.233),
6.200 (6.200),,
6.167 (6.167),,
6.200 (6.200),,
6.133 (6.133),7.133 (1.000),
6.167 (6.167),,
6.133 (6.133),7.200 (1.067),
6.167 (6.167),,
,,
,,
,,
,,
6.167 (6.167),,
,,
6.133 (6.133),7.200 (1.067),
6.133 (6.133),7.167 (1.033),
6.133 (6.133),7.167 (1.033),
6.167 (6.167),7.333 (1.167),
6.200 (6.200),,
,,
,,
,,
6.200 (6.200),7.233 (1.033),
6.233 (6.233),,
6.200 (6.200),7.200 (1.000),11.383 (4.183)
6.133 (6.133),7.167 (1.033),
6.167 (6.167),7.900 (1.733),
6.200 (6.200),,
6.200 (6.200),9.000 (2.800),
6.100 (6.100),7.133 (1.033),
,,
6.167 (6.167),7.267 (1.100),
6.133 (6.133),7.167 (1.033),
,,
6.100 (6.100),,
,,
6.167 (6.167),,
,,
6.200 (6.200),7.200 (1.000),
6.200 (6.200),,
,,
,,
,,
6.100 (6.100),,
6.100 (6.100),,
,,
,,
6.233 (6.233),,
6.200 (6.200),,
,,
6.233 (6.233),,
,,
,,
,,
6.167 (6.167),,
6.100 (6.100),7.200 (1.100),
,,
,,
,,
,,
6.133 (6.133),7.133 (1.000),
,,
,,
,,
6.167 (6.167),7.133 (0.967),
6.200 (6.200),7.200 (1.000),
,,
,,
6.200 (6.200),7.233 (1.033),
6.133 (6.133),7.267 (1.133),
,,
6.133 (6.133),7.167 (1.033),
6.133 (6.133),,
,,
,,
,,
,,
,,
6.167 (6.167),,
6.100 (6.100),,
,,
,,
6.133 (6.133),7.233 (1.100),
6.133 (6.133),7.067 (0.933),
6.167 (6.167),,
6.133 (6.133),,
6.167 (6.167),,
6.133 (6.133),7.167 (1.033),
,,
6.167 (6.167),7.267 (1.100),
,,
,,
,,
6.133 (6.133),7.300 (1.167),
,,
6.200 (6.200),7.167 (0.967),
,,
6.100 (6.100),,
6.100 (6.100),7.100 (1.000),11.333 (4.233)
,,
6.167 (6.167),,
6.200 (6.200),7.267 (1.067),11.550 (4.283)
6.100 (6.100),,
6.167 (6.167),,
,,
,,
,,
,,
6.200 (6.200),,
6.167 (6.167),,
6.200 (6.200),7.267 (1.067),11.517 (4.250)
6.167 (6.167),7.333 (1.167),
,,
,,
,,
6.167 (6.167),,
,,
,,
,,
6.200 (6.200),7.333 (1.133),
6.467 (6.467),,
6.200 (6.200),7.400 (1.200),
,,
,,
,,
,,
6.167 (6.167),,
,,
,,
,,
6.133 (6.133),7.233 (1.100),
,,
6.200 (6.200),,
6.200 (6.200),,
,,
6.133 (6.133),7.200 (1.067),
,,
6.167 (6.167),7.267 (1.100),
6.167 (6.167),7.167 (1.000),
6.133 (6.133),,
,,
6.133 (6.133),,
,,
6.233 (6.233),,
6.167 (6.167),,
6.167 (6.167),7.200 (1.033),
6.133 (6.133),7.167 (1.033),
6.167 (6.167),7.333 (1.167),
6.167 (6.167),7.200 (1.033),
6.167 (6.167),,
6.100 (6.100),7.233 (1.133),
6.167 (6.167),7.200 (1.033),
6.167 (6.167),,
6.200 (6.200),7.267 (1.067),
,,
6.167 (6.167),,
6.167 (6.167),7.200 (1.033),
6.167 (6.167),7.267 (1.100),
6.167 (6.167),7.267 (1.100),
6.167 (6.167),7.200 (1.033),
6.200 (6.200),7.200 (1.000),
,,
6.200 (6.200),7.300 (1.100),
6.200 (6.200),,
6.167 (6.167),,
,,
,,
6.200 (6.200),7.467 (1.267),13.850 (6.383)
6.133 (6.133),,
6.200 (6.200),,
6.200 (6.200),,
,,
,,
6.100 (6.100),7.300 (1.200),
,,
6.167 (6.167),7.167 (1.000),
6.167 (6.167),7.167 (1.000),
6.133 (6.133),,
6.100 (6.100),7.133 (1.033),
6.133 (6.133),,
,,
,,
,,
6.200 (6.200),7.367 (1.167),
6.167 (6.167),,
,,
6.100 (6.100),7.133 (1.033),
,,
6.133 (6.133),7.100 (0.967),
6.167 (6.167),7.167 (1.000),
6.100 (6.100),,
6.100 (6.100),,
,,
,,
6.100 (6.100),,
6.133 (6.133),,
6.233 (6.233),,
,,
,,
,,
6.233 (6.233),,
,,
6.167 (6.167),7.300 (1.133),
6.133 (6.133),7.267 (1.133),
6.100 (6.100),7.133 (1.033),
6.100 (6.100),7.200 (1.100),
6.133 (6.133),7.233 (1.100),
6.167 (6.167),,
6.133 (6.133),,
6.167 (6.167),7.233 (1.067),
6.167 (6.167),,
,,
6.133 (6.133),,
,,
,,
,,
,,
6.200 (6.200),7.400 (1.200),
,,
,,
,,
,,
6.133 (6.133),,
6.133 (6.133),,
6.200 (6.200),,
6.200 (6.200),,
6.100 (6.100),,
6.167 (6.167),,
6.133 (6.133),7.100 (0.967),11.367 (4.267)
,,
6.167 (6.167),,
,,
,,
,,
6.133 (6.133),,
,,
,,
6.167 (6.167),,
6.200 (6.200),7.333 (1.133),
6.133 (6.133),,
,,
,,
,,
6.167 (6.167),7.200 (1.033),
6.167 (6.167),,
,,
6.133 (6.133),7.233 (1.100),
6.133 (6.133),,
6.233 (6.233),,
6.200 (6.200),,
,,
6.100 (6.100),7.300 (1.200),
,,
6.167 (6.167),,
6.133 (6.133),7.067 (0.933),
,,
6.100 (6.100),8.600 (2.500),
,,
,,
,,
6.233 (6.233),7.433 (1.200),
6.133 (6.133),7.200 (1.067),
,,
,,
,,
sep=,
,,
6.500 (6.500),,
,,
6.133 (6.133),,
6.167 (6.167),7.233 (1.067),
,,
,,
,,
,,
,,
6.100 (6.100),7.233 (1.133),
,,
6.167 (6.167),7.233 (1.067),
6.133 (6.133),7.300 (1.167),
,,
,,
6.100 (6.100),,
,,
,,
6.167 (6.167),7.300 (1.133),
6.167 (6.167),,
,,
6.200 (6.200),7.233 (1.033),12.317 (5.083)
6.100 (6.100),,
6.233 (6.233),7.300 (1.067),
6.167 (6.167),7.167 (1.000),13.083 (5.917)
6.200 (6.200),7.500 (1.300),
,,
6.200 (6.200),7.300 (1.100),
,,
,,
6.133 (6.133),7.133 (1.000),
6.333 (6.333),7.333 (1.000),
,,
6.200 (6.200),7.200 (1.000),
6.133 (6.133),7.233 (1.100),
6.167 (6.167),7.233 (1.067),11.467 (4.233)
6.200 (6.200),,
,,
6.133 (6.133),7.167 (1.033),
6.167 (6.167),,
,,
6.167 (6.167),7.200 (1.033),
,,
,,
6.133 (6.133),7.133 (1.000),
,,
6.100 (6.100),7.133 (1.033),
6.200 (6.200),,
6.100 (6.100),7.133 (1.033),
,,
,,
,,
,,
6.167 (6.167),7.233 (1.067),
6.167 (6.167),7.167 (1.000),
6.233 (6.233),7.233 (1.000),
6.133 (6.133),7.133 (1.000),
,,
,,
,,
6.133 (6.133),7.133 (1.000),
,,
6.200 (6.200),,
6.133 (6.133),7.200 (1.067),
6.200 (6.200),7.200 (1.000),
6.167 (6.167),7.133 (0.967),
6.133 (6.133),7.367 (1.233),
,,
,,
6.233 (6.233),,
,,
,,
6.200 (6.200),,
,,
,,
,,
,,
6.133 (6.133),,
6.167 (6.167),,
,,
,,
6.200 (6.200),7.167 (0.967),
sep=,
,,
6.167 (6.167),7.333 (1.167),
